TAKIPNO,ISEMRINO,KALIPADI,STOK_KODU,STOK_ADI,CARI_KOD,CARI_ISIM,SIPARIS_NO,REFISEMRINO,SIPARIS_KONT,OPKODU,MAKINA_NO,MAKINE_ADI,ISTKODU,ISTISIM,MIKTAR,DURUM_KOD,DURUM_ADI,ACIKLAMA,TESLIM_TARIHI,TRA_ACIKLAMA,STOK_GRUPKODU,STOK_GRUPADI,STOK_KOD1,STOK_AD1,STOK_KOD2,STOK_AD2,STOK_KOD3,STOK_AD3,STOK_KOD4,STOK_AD4
905931,IE25905931,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0001,Nordwind Oy,SIP25004196,RF905931,1,OP04,38,MONTAJ HATTI 06 · YARI OTOMATİK,MNT,MONTAJ,1004,30,TAMAMLANDI,,2025-07-30,Kısmi üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
905932,IE26905932,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0064,Nordwind S.A.,SIP26005760,RF905932,1,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,629,30,TAMAMLANDI,,2026-04-09,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905933,IE26905933,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0064,Nordwind S.A.,SIP26005760,RF905933,1,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,619,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-04-14,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905934,IE26905934,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0064,Nordwind S.A.,SIP26005760,RF905934,1,OP03,23,PVC KAPLAMA HATTI 01,PRS,PRES,607,30,TAMAMLANDI,,2026-03-28,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905935,IE26905935,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0064,Nordwind S.A.,SIP26005760,RF905935,1,OP04,44,MONTAJ HATTI 14 · ÖZEL ŞEKİL,MNT,MONTAJ,629,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-04-11,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905940,IE26905940,245-175,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26006318,RF905940,2,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,2469,30,TAMAMLANDI,,2026-07-26,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,245-175,Kalıp 245-175,B2,Vernikli
905941,IE26905941,245-175,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26006318,RF905941,2,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,2456,30,TAMAMLANDI,,2026-07-14,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,245-175,Kalıp 245-175,B2,Vernikli
905942,IE26905942,245-175,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26006318,RF905942,2,OP03,43,MONTAJ HATTI 13 · ÖZEL ŞEKİL,MNT,MONTAJ,2440,30,TAMAMLANDI,,2026-07-08,,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,245-175,Kalıp 245-175,B2,Vernikli
905943,IE25905943,175-205,M00159,SEKILLI KUTU 175-205 MAT LAK 2 PARÇA,120.01.0001,Nordwind Oy,SIP25004735,RF905943,1,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,3038,30,TAMAMLANDI,,2025-10-12,Fazla üretim,01,Mamul,SK08,Sekilli Kutu,KA5,Endüstriyel,175-205,Kalıp 175-205,B4,Mat Lak
905944,IE25905944,175-205,M00159,SEKILLI KUTU 175-205 MAT LAK 2 PARÇA,120.01.0001,Nordwind Oy,SIP25004735,RF905944,1,OP02,20,PRES 20 · 45 TON ÇOK KADEMELİ,PRS,PRES,3120,30,TAMAMLANDI,Acil iş,2025-10-10,,01,Mamul,SK08,Sekilli Kutu,KA5,Endüstriyel,175-205,Kalıp 175-205,B4,Mat Lak
905945,IE25905945,175-205,M00159,SEKILLI KUTU 175-205 MAT LAK 2 PARÇA,120.01.0001,Nordwind Oy,SIP25004735,RF905945,1,OP03,48,MANUEL SARIM 02,MNT,MONTAJ,3125,30,TAMAMLANDI,,2025-10-27,Kısmi üretim,01,Mamul,SK08,Sekilli Kutu,KA5,Endüstriyel,175-205,Kalıp 175-205,B4,Mat Lak
905946,IE26905946,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0001,Nordwind Oy,SIP26005690,RF905946,2,OP01,26,KESİM HATTI 03 · DİLİMLEME,KSM,KESIM,2528,30,TAMAMLANDI,Acil iş,2026-03-20,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905947,IE26905947,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0001,Nordwind Oy,SIP26005690,RF905947,2,OP02,45,DİJİTAL BASKI 01,DJT,DIJITAL,2501,30,TAMAMLANDI,Acil iş,2026-03-15,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905948,IE26905948,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0001,Nordwind Oy,SIP26005690,RF905948,2,OP03,6,PRES 06 · 40 TON SIVAMA,PRS,PRES,2413,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-03-10,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905949,IE26905949,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0001,Nordwind Oy,SIP26005690,RF905949,2,OP04,35,MONTAJ HATTI 03 · OTOMATİK,MNT,MONTAJ,2446,30,TAMAMLANDI,Acil iş,2026-03-09,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905950,IE25905950,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0001,Nordwind Oy,SIP25003936,RF905950,1,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,974,30,TAMAMLANDI,,2025-08-29,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905951,IE25905951,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0001,Nordwind Oy,SIP25003936,RF905951,1,OP02,18,PRES 18 · 20 TON HALKA,PRS,PRES,985,30,TAMAMLANDI,Acil iş,2025-08-09,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905952,IE25905952,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0001,Nordwind Oy,SIP25003936,RF905952,1,OP03,35,MONTAJ HATTI 03 · OTOMATİK,MNT,MONTAJ,982,30,TAMAMLANDI,,2025-08-04,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905953,IE25905953,DIA-068,M00032,TEPSI Ø068 VERNIKLI 3 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,SIP25004610,RF905953,1,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,603,30,TAMAMLANDI,Acil iş,2025-09-23,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B2,Vernikli
905954,IE25905954,DIA-068,M00032,TEPSI Ø068 VERNIKLI 3 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,SIP25004610,RF905954,1,OP02,45,DİJİTAL BASKI 01,DJT,DIJITAL,619,30,TAMAMLANDI,,2025-09-28,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B2,Vernikli
905955,IE25905955,DIA-068,M00032,TEPSI Ø068 VERNIKLI 3 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,SIP25004610,RF905955,1,OP03,3,PRES 03 · 80 TON EKSANTRİK,PRS,PRES,611,30,TAMAMLANDI,Acil iş,2025-10-02,,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B2,Vernikli
905956,IE25905956,DIA-068,M00032,TEPSI Ø068 VERNIKLI 3 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,SIP25004610,RF905956,1,OP04,43,MONTAJ HATTI 13 · ÖZEL ŞEKİL,MNT,MONTAJ,630,30,TAMAMLANDI,Numune onayı bekleniyor,2025-09-10,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B2,Vernikli
905957,IE26905957,090-065,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP26005969,RF905957,2,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,1015,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-03-26,,01,Mamul,SK12,Kapak,KA5,Endüstriyel,090-065,Kalıp 090-065,B4,Mat Lak
905958,IE26905958,090-065,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP26005969,RF905958,2,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,978,30,TAMAMLANDI,Numune onayı bekleniyor,2026-04-26,,01,Mamul,SK12,Kapak,KA5,Endüstriyel,090-065,Kalıp 090-065,B4,Mat Lak
905959,IE26905959,090-065,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP26005969,RF905959,2,OP03,10,PRES 10 · 100 TON DERİN ÇEKME,PRS,PRES,1005,30,TAMAMLANDI,,2026-03-27,,01,Mamul,SK12,Kapak,KA5,Endüstriyel,090-065,Kalıp 090-065,B4,Mat Lak
905960,IE26905960,090-065,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP26005969,RF905960,2,OP04,40,MONTAJ HATTI 09 · SIVAMA,MNT,MONTAJ,1017,30,TAMAMLANDI,,2026-04-08,Fazla üretim,01,Mamul,SK12,Kapak,KA5,Endüstriyel,090-065,Kalıp 090-065,B4,Mat Lak
905961,IE25905961,DIA-092,M00082,YUVARLAK KUTU Ø092 VERNIKLI 2 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP25004966,RF905961,3,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,1480,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-11-25,,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,DIA-092,Kalıp DIA-092,B2,Vernikli
905962,IE25905962,DIA-092,M00082,YUVARLAK KUTU Ø092 VERNIKLI 2 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP25004966,RF905962,3,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,1498,30,TAMAMLANDI,Numune onayı bekleniyor,2025-10-30,,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,DIA-092,Kalıp DIA-092,B2,Vernikli
905963,IE25905963,DIA-092,M00082,YUVARLAK KUTU Ø092 VERNIKLI 2 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP25004966,RF905963,3,OP03,22,PRES 22 · 60 TON TRANSFER,PRS,PRES,1502,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-11-18,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,DIA-092,Kalıp DIA-092,B2,Vernikli
905964,IE25905964,DIA-092,M00082,YUVARLAK KUTU Ø092 VERNIKLI 2 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP25004966,RF905964,3,OP04,40,MONTAJ HATTI 09 · SIVAMA,MNT,MONTAJ,1450,30,TAMAMLANDI,Numune onayı bekleniyor,2025-11-25,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,DIA-092,Kalıp DIA-092,B2,Vernikli
905965,IE26905965,135-145,M00018,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26006582,RF905965,1,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,290,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-06-28,Kısmi üretim,01,Mamul,SK07,Sekizgen Kutu,KA3,Kozmetik,135-145,Kalıp 135-145,B3,Ham Teneke
905966,IE26905966,135-145,M00018,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26006582,RF905966,1,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,298,30,TAMAMLANDI,Acil iş,2026-07-07,,01,Mamul,SK07,Sekizgen Kutu,KA3,Kozmetik,135-145,Kalıp 135-145,B3,Ham Teneke
905967,IE26905967,135-145,M00018,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26006582,RF905967,1,OP03,11,PRES 11 · 25 TON KAPAK,PRS,PRES,300,30,TAMAMLANDI,Acil iş,2026-07-11,Fazla üretim,01,Mamul,SK07,Sekizgen Kutu,KA3,Kozmetik,135-145,Kalıp 135-145,B3,Ham Teneke
905968,IE26905968,135-145,M00018,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26006582,RF905968,1,OP04,35,MONTAJ HATTI 03 · OTOMATİK,MNT,MONTAJ,298,30,TAMAMLANDI,,2026-07-05,Kısmi üretim,01,Mamul,SK07,Sekizgen Kutu,KA3,Kozmetik,135-145,Kalıp 135-145,B3,Ham Teneke
905969,IE25905969,325-125,M00024,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0008,Narlıcan Makine San. Tic. Ltd. Şti.,SIP25004820,RF905969,2,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,735,30,TAMAMLANDI,,2025-11-14,Fazla üretim,01,Mamul,SK11,Tepsi,KA1,Gıda,325-125,Kalıp 325-125,B4,Mat Lak
905970,IE25905970,325-125,M00024,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0008,Narlıcan Makine San. Tic. Ltd. Şti.,SIP25004820,RF905970,2,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,757,30,TAMAMLANDI,Acil iş,2025-11-25,Fazla üretim,01,Mamul,SK11,Tepsi,KA1,Gıda,325-125,Kalıp 325-125,B4,Mat Lak
905971,IE25905971,325-125,M00024,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0008,Narlıcan Makine San. Tic. Ltd. Şti.,SIP25004820,RF905971,2,OP03,33,MONTAJ HATTI 01 · OTOMATİK,MNT,MONTAJ,722,30,TAMAMLANDI,Acil iş,2025-11-23,,01,Mamul,SK11,Tepsi,KA1,Gıda,325-125,Kalıp 325-125,B4,Mat Lak
905972,IE25905972,325-125,M00024,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0019,Yaylalı Süt San. Tic. Ltd. Şti.,SIP25004251,RF905972,2,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,1208,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-07-21,,01,Mamul,SK11,Tepsi,KA1,Gıda,325-125,Kalıp 325-125,B4,Mat Lak
905973,IE25905973,325-125,M00024,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0019,Yaylalı Süt San. Tic. Ltd. Şti.,SIP25004251,RF905973,2,OP02,18,PRES 18 · 20 TON HALKA,PRS,PRES,1237,30,TAMAMLANDI,Acil iş,2025-07-21,Kısmi üretim,01,Mamul,SK11,Tepsi,KA1,Gıda,325-125,Kalıp 325-125,B4,Mat Lak
905974,IE25905974,325-125,M00024,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0019,Yaylalı Süt San. Tic. Ltd. Şti.,SIP25004251,RF905974,2,OP03,33,MONTAJ HATTI 01 · OTOMATİK,MNT,MONTAJ,1211,30,TAMAMLANDI,,2025-07-18,Kısmi üretim,01,Mamul,SK11,Tepsi,KA1,Gıda,325-125,Kalıp 325-125,B4,Mat Lak
905975,IE25905975,145-095,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,120.01.0019,Yaylalı Süt San. Tic. Ltd. Şti.,SIP25004258,RF905975,2,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,5876,30,TAMAMLANDI,,2025-08-26,Kısmi üretim,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,145-095,Kalıp 145-095,B4,Mat Lak
905976,IE25905976,145-095,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,120.01.0019,Yaylalı Süt San. Tic. Ltd. Şti.,SIP25004258,RF905976,2,OP02,20,PRES 20 · 45 TON ÇOK KADEMELİ,PRS,PRES,5843,30,TAMAMLANDI,,2025-07-28,Kısmi üretim,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,145-095,Kalıp 145-095,B4,Mat Lak
905977,IE25905977,145-095,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,120.01.0019,Yaylalı Süt San. Tic. Ltd. Şti.,SIP25004258,RF905977,2,OP03,48,MANUEL SARIM 02,MNT,MONTAJ,6024,30,TAMAMLANDI,Numune onayı bekleniyor,2025-08-17,Kısmi üretim,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,145-095,Kalıp 145-095,B4,Mat Lak
905978,IE25905978,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP25004862,RF905978,2,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,289,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-10-26,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905979,IE25905979,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP25004862,RF905979,2,OP02,45,DİJİTAL BASKI 01,DJT,DIJITAL,300,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-11-05,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905980,IE25905980,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP25004862,RF905980,2,OP03,15,PRES 15 · 35 TON DİP,PRS,PRES,297,30,TAMAMLANDI,,2025-11-15,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905981,IE25905981,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP25004862,RF905981,2,OP04,35,MONTAJ HATTI 03 · OTOMATİK,MNT,MONTAJ,300,30,TAMAMLANDI,,2025-11-02,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905982,IE26905982,090-065,M00124,KAPAK 090-065 HAM TENEKE 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,STK26000818,RF905982,1,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,628,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-03-16,Fazla üretim,01,Mamul,SK12,Kapak,KA6,Bal-Reçel,090-065,Kalıp 090-065,B3,Ham Teneke
905983,IE26905983,090-065,M00124,KAPAK 090-065 HAM TENEKE 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,STK26000818,RF905983,1,OP02,19,PRES 19 · 20 TON HALKA,PRS,PRES,613,30,TAMAMLANDI,Acil iş,2026-02-28,,01,Mamul,SK12,Kapak,KA6,Bal-Reçel,090-065,Kalıp 090-065,B3,Ham Teneke
905984,IE26905984,090-065,M00124,KAPAK 090-065 HAM TENEKE 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,STK26000818,RF905984,1,OP03,44,MONTAJ HATTI 14 · ÖZEL ŞEKİL,MNT,MONTAJ,622,30,TAMAMLANDI,Acil iş,2026-03-07,Kısmi üretim,01,Mamul,SK12,Kapak,KA6,Bal-Reçel,090-065,Kalıp 090-065,B3,Ham Teneke
905985,IE26905985,158-175,M00062,YUVARLAK KUTU 158-175 VERNIKLI 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26005747,RF905985,1,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,607,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-04-19,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,158-175,Kalıp 158-175,B2,Vernikli
905986,IE26905986,158-175,M00062,YUVARLAK KUTU 158-175 VERNIKLI 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26005747,RF905986,1,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,577,30,TAMAMLANDI,Acil iş,2026-04-24,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,158-175,Kalıp 158-175,B2,Vernikli
905987,IE26905987,158-175,M00062,YUVARLAK KUTU 158-175 VERNIKLI 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26005747,RF905987,1,OP03,8,PRES 08 · 63 TON SIVAMA,PRS,PRES,607,30,TAMAMLANDI,Acil iş,2026-04-01,,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,158-175,Kalıp 158-175,B2,Vernikli
905988,IE26905988,158-175,M00062,YUVARLAK KUTU 158-175 VERNIKLI 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26005747,RF905988,1,OP04,39,MONTAJ HATTI 08 · SIVAMA,MNT,MONTAJ,607,30,TAMAMLANDI,Numune onayı bekleniyor,2026-04-08,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,158-175,Kalıp 158-175,B2,Vernikli
905989,IE25905989,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0001,Nordwind Oy,SIP25004508,RF905989,1,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,371,30,TAMAMLANDI,,2025-08-23,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905990,IE25905990,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0001,Nordwind Oy,SIP25004508,RF905990,1,OP02,11,PRES 11 · 25 TON KAPAK,PRS,PRES,381,30,TAMAMLANDI,,2025-09-08,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905991,IE25905991,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0001,Nordwind Oy,SIP25004508,RF905991,1,OP03,33,MONTAJ HATTI 01 · OTOMATİK,MNT,MONTAJ,363,30,TAMAMLANDI,,2025-08-27,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905992,IE25905992,160-090,M00027,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP25004742,RF905992,1,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,378,30,TAMAMLANDI,,2025-10-21,Kısmi üretim,01,Mamul,SK09,Kalp Kutu,KA4,Hediyelik,160-090,Kalıp 160-090,B1,Litografi
905993,IE25905993,160-090,M00027,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP25004742,RF905993,1,OP02,5,PRES 05 · 100 TON EKSANTRİK,PRS,PRES,361,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-11-01,,01,Mamul,SK09,Kalp Kutu,KA4,Hediyelik,160-090,Kalıp 160-090,B1,Litografi
905994,IE25905994,160-090,M00027,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP25004742,RF905994,1,OP03,44,MONTAJ HATTI 14 · ÖZEL ŞEKİL,MNT,MONTAJ,375,30,TAMAMLANDI,Numune onayı bekleniyor,2025-11-14,,01,Mamul,SK09,Kalp Kutu,KA4,Hediyelik,160-090,Kalıp 160-090,B1,Litografi
905995,IE26905995,120-105,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP25005417,RF905995,2,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,7308,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-01-26,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,120-105,Kalıp 120-105,B3,Ham Teneke
905996,IE26905996,120-105,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP25005417,RF905996,2,OP02,22,PRES 22 · 60 TON TRANSFER,PRS,PRES,7299,30,TAMAMLANDI,Acil iş,2026-02-20,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,120-105,Kalıp 120-105,B3,Ham Teneke
905997,IE26905997,120-105,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP25005417,RF905997,2,OP03,41,MONTAJ HATTI 10 · KAPAK,MNT,MONTAJ,7214,30,TAMAMLANDI,,2026-02-20,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,120-105,Kalıp 120-105,B3,Ham Teneke
905998,IE25905998,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0001,Nordwind Oy,STK25000592,RF905998,1,OP01,26,KESİM HATTI 03 · DİLİMLEME,KSM,KESIM,12076,30,TAMAMLANDI,Acil iş,2025-08-07,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
